id;puntos_historicos;puntos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;stdv_share_difference;difference_last_raffle_first_share
1348;0;0;2013-12-09 20:54:17;NA;M;NA;17;0;0;2;MISC;0;0;0;NA;0;0;-1
1349;20416;66;2013-12-09 23:21:06;Universidad T;M;1990-02-01;20;0;20350;19;M;0;3;1;15;45;4.7052;39
1350;0;0;2013-12-10 01:31:56;NA;M;NA;22;0;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1351;5040;5040;2013-12-10 01:57:40;NA;M;1999-07-14;22;0;0;7;M;0;0;0;NA;29;10.8077;-1
1352;0;0;2013-12-10 02:05:21;NA;M;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
1353;0;0;2013-12-10 13:18:10;NA;NA;NA;10;1;0;0;NA;0;0;0;NA;-1;-1;-1
1354;0;0;2013-12-10 13:53:40;NA;M;NA;10;1;0;1;MISC;0;0;0;NA;0;-1;-1
1355;0;0;2013-12-10 15:58:10;NA;NA;NA;12;1;0;1;MISC;0;0;0;NA;0;-1;-1
1356;0;0;2013-12-10 16:07:35;NA;F;NA;13;1;0;1;MISC;0;0;0;NA;0;-1;-1
1357;0;0;2013-12-10 16:18:18;NA;NA;NA;13;1;0;0;NA;0;0;0;NA;-1;-1;-1
1358;135;135;2013-12-10 17:29:43;Universidad de Artes, Ciencias y Comunicaci;M;1992-12-17;14;1;0;3;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1359;0;0;2013-12-10 17:55:00;NA;M;NA;14;1;0;0;NA;0;0;0;NA;-1;-1;-1
1360;0;0;2013-12-10 19:37:37;NA;M;NA;16;1;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1361;0;0;2013-12-10 19:40:54;NA;NA;NA;16;1;0;0;NA;0;0;0;NA;-1;-1;-1
1362;630;630;2013-12-10 20:50:18;Universidad de Santiago de Chile;M;1993-10-18;17;1;0;9;M;0;0;0;NA;0;0;-1
1363;0;0;2013-12-10 20:55:35;NA;NA;NA;17;1;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1364;0;0;2013-12-10 21:49:28;NA;M;NA;18;1;0;0;NA;0;0;0;NA;-1;-1;-1
1365;664;664;2013-12-10 21:56:45;NA;M;NA;18;1;0;13;MISC;0;0;0;NA;0;0;-1
1366;67;67;2013-12-11 01:21:45;NA;F;NA;22;1;0;4;MISC;0;0;0;NA;0;0;-1
1367;372;222;2013-12-11 01:48:47;Universidad Tecnol;M;1993-11-20;22;1;150;4;MISC;0;1;0;1;0;0;0
1368;828;828;2013-12-11 12:02:37;Universidad Diego Portales;F;1991-07-05;9;2;0;2;M;0;0;0;NA;0;0;-1
1369;0;0;2013-12-11 14:18:37;NA;M;NA;11;2;0;0;NA;0;0;0;NA;-1;-1;-1
1370;0;0;2013-12-11 14:41:13;NA;F;NA;11;2;0;3;VIDEOJUEGOS;0;0;0;NA;8;4;-1
1371;0;0;2013-12-11 15:39:24;NA;F;NA;12;2;0;0;NA;0;0;0;NA;-1;-1;-1
1372;0;0;2013-12-11 17:45:14;NA;F;NA;14;2;0;2;IDEAS;0;0;0;NA;0;0;-1
1373;1000;1000;2013-12-11 19:39:13;NA;M;NA;16;2;0;6;MISC;0;0;0;NA;0;0;-1
1374;0;0;2013-12-12 00:28:04;NA;NA;NA;21;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1375;48;48;2013-12-12 04:11:29;NA;M;NA;1;3;0;3;DEPORTES;0;0;0;NA;0;0;-1
1376;104;104;2013-12-12 07:45:55;NA;M;NA;4;3;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1377;4451;4151;2013-12-12 19:28:05;Universidad Tecnol;F;1993-10-08;16;3;300;26;CINE;0;1;0;2;188;29.4335;184
1378;0;0;2013-12-12 19:28:59;NA;M;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
1379;1074;1074;2013-12-12 20:09:08;NA;M;1994-05-28;17;3;0;5;VIDEOJUEGOS;0;0;0;NA;1;0.433;-1
1380;0;0;2013-12-13 00:03:10;NA;NA;NA;21;3;0;0;NA;0;0;0;NA;-1;-1;-1
1381;344;344;2013-12-13 00:14:57;NA;F;NA;21;3;0;22;DEPORTES;0;0;0;NA;0;0;-1
1382;0;0;2013-12-13 00:21:03;NA;F;NA;21;3;0;2;MISC;0;0;0;NA;0;0;-1
1383;0;0;2013-12-13 00:21:31;NA;M;NA;21;3;0;0;NA;0;0;0;NA;-1;-1;-1
1384;0;0;2013-12-13 00:38:23;Universidad de Artes, Ciencias y Comunicaci;F;1989-09-05;21;3;0;1;MISC;0;0;0;NA;0;-1;-1
1385;78;78;2013-12-13 00:52:07;Universidad de Artes, Ciencias y Comunicaci;F;1989-09-05;21;3;0;3;MISC;0;0;0;NA;0;0;-1
1386;0;0;2013-12-13 04:15:31;NA;M;NA;1;4;0;0;NA;0;0;0;NA;-1;-1;-1
1387;0;0;2013-12-13 16:02:36;NA;M;NA;13;4;0;4;M;0;0;0;NA;0;0;-1
1388;0;0;2013-12-13 18:11:56;NA;NA;NA;15;4;0;3;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1389;0;0;2013-12-13 18:51:59;NA;M;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
1390;0;0;2013-12-13 19:54:33;NA;NA;NA;16;4;0;0;NA;0;0;0;NA;-1;-1;-1
1391;4430;3780;2013-12-13 22:50:35;Universidad de Santiago de Chile;F;1991-05-04;19;4;650;21;M;0;2;0;2;49;7.039;48
1392;9546;46;2013-12-13 23:40:36;Pontificia Universidad Cat;M;1990-05-03;20;4;9500;27;VIAJES;0;2;0;29;179;18.8666;80
1393;32;32;2013-12-14 00:31:07;NA;F;NA;21;4;0;3;IDEAS;0;0;0;NA;54;27;-1
1394;0;0;2013-12-15 03:06:54;NA;NA;NA;0;6;0;0;NA;0;0;0;NA;-1;-1;-1
1395;579;579;2013-12-15 21:13:43;NA;M;1989-12-02;18;6;0;11;DEPORTES;0;0;0;NA;0;0;-1
1396;64;64;2013-12-16 13:59:23;NA;M;NA;10;0;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1397;8;8;2013-12-16 19:13:51;NA;M;NA;16;0;0;3;M;0;0;0;NA;0;0;-1
1398;0;0;2013-12-16 20:11:29;NA;M;NA;17;0;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1399;5960;160;2013-12-17 03:47:56;Universidad Diego Portales;F;1992-05-29;0;1;5800;19;CINE;1;8;0;16;170;28.866;170
1400;0;0;2013-12-17 04:04:52;NA;F;NA;1;1;0;1;MISC;0;0;0;NA;0;-1;-1
1401;4931;281;2013-12-17 04:11:04;Universidad Diego Portales;F;1993-02-25;1;1;4650;21;DEPORTES;0;5;0;12;77;8.7251;77
1402;0;0;2013-12-17 15:52:27;NA;M;NA;12;1;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1404;0;0;2013-12-17 23:52:39;NA;NA;NA;20;1;0;0;NA;0;0;0;NA;-1;-1;-1
1405;0;0;2013-12-18 14:53:42;NA;NA;NA;11;2;0;0;NA;0;0;0;NA;-1;-1;-1
1406;72;72;2013-12-18 14:58:58;NA;NA;NA;11;2;0;1;MISC;0;0;0;NA;0;-1;-1
1407;448;148;2013-12-18 19:54:43;NA;M;NA;16;2;300;1;NA;0;1;0;1;0;-1;-23
1408;312;312;2013-12-18 20:42:13;NA;NA;NA;17;2;0;4;MISC;0;0;0;NA;0;0;-1
1409;0;0;2013-12-19 00:15:22;NA;NA;NA;21;2;0;1;NA;0;0;0;NA;0;-1;-1
1410;0;0;2013-12-19 07:20:12;NA;M;NA;4;3;0;0;NA;0;0;0;NA;-1;-1;-1
1412;96;96;2013-12-22 13:12:28;NA;M;NA;10;6;0;1;NA;0;0;0;NA;0;-1;-1
1413;0;0;2013-12-22 18:21:49;NA;F;NA;15;6;0;0;NA;0;0;0;NA;-1;-1;-1
1414;0;0;2013-12-23 00:48:22;NA;M;NA;21;6;0;0;NA;0;0;0;NA;-1;-1;-1
1415;0;0;2013-12-23 00:57:00;NA;M;NA;21;6;0;0;NA;0;0;0;NA;-1;-1;-1
1416;40;40;2013-12-23 01:38:34;NA;M;NA;22;6;0;2;MISC;0;0;0;NA;0;0;-1
1417;72125;475;2013-12-23 04:31:06;Pontificia Universidad Cat;M;1989-12-30;1;0;71650;62;IDEAS;0;9;0;99;114;13.1305;114
1418;0;0;2013-12-23 05:21:56;NA;NA;NA;2;0;0;0;NA;0;0;0;NA;-1;-1;-1
1419;0;0;2013-12-23 05:36:22;NA;NA;NA;2;0;0;2;DEPORTES;0;0;0;NA;0;0;-1
1420;0;0;2013-12-23 06:52:06;NA;M;NA;3;0;0;0;NA;0;0;0;NA;-1;-1;-1
1421;8484;7284;2013-12-23 08:22:07;Universidad Nacional Andr;M;1993-09-13;5;0;1200;106;M;0;1;0;2;25;0.7108;4
1422;5008;3808;2013-12-23 13:37:26;NA;M;NA;10;0;1200;79;M;0;1;0;2;8;0.3786;0
1423;0;0;2013-12-23 14:34:57;NA;M;NA;11;0;0;1;MISC;0;0;0;NA;0;-1;-1
1424;0;0;2013-12-23 20:33:59;NA;M;NA;17;0;0;0;NA;0;0;0;NA;-1;-1;-1
1425;0;0;2013-12-26 17:32:23;NA;NA;NA;14;3;0;0;NA;0;0;0;NA;-1;-1;-1
1426;3863;563;2013-12-26 22:07:30;Universidad San Sebasti;F;1990-12-21;19;3;3300;7;MISC;0;4;0;5;32;7.4312;32
1427;0;0;2013-12-27 04:48:05;NA;F;NA;1;4;0;0;NA;0;0;0;NA;-1;-1;-1
1428;0;0;2013-12-27 19:21:34;NA;M;NA;16;4;0;0;NA;0;0;0;NA;-1;-1;-1
1429;0;0;2013-12-28 03:34:21;NA;M;1995-03-09;0;5;0;0;NA;0;0;0;NA;-1;-1;-1
1430;0;0;2013-12-28 03:38:29;NA;M;1995-03-09;0;5;0;6;MISC;0;0;0;NA;0;0;-1
1431;210;210;2013-12-28 18:09:41;NA;M;NA;15;5;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
1432;0;0;2013-12-28 20:32:46;NA;NA;NA;17;5;0;5;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1433;0;0;2013-12-29 07:15:23;NA;NA;NA;4;6;0;5;DEPORTES;0;0;0;NA;0;0;-1
1434;0;0;2013-12-29 14:32:04;NA;F;NA;11;6;0;1;MISC;0;0;0;NA;0;-1;-1
1435;0;0;2014-01-01 21:00:43;NA;M;NA;18;2;0;3;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1436;0;0;2014-01-01 21:01:03;NA;M;NA;18;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1437;0;0;2014-01-01 21:09:28;NA;F;NA;18;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1438;1835;1235;2014-01-01 21:13:11;NA;M;1996-12-28;18;2;600;8;M;0;1;0;1;9;2.0504;1
1439;0;0;2014-01-01 21:59:45;NA;M;NA;18;2;0;1;CINE;0;0;0;NA;0;-1;-1
1440;0;0;2014-01-01 23:46:20;NA;NA;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
1441;0;0;2014-01-02 00:33:09;NA;NA;NA;21;2;0;0;NA;0;0;0;NA;-1;-1;-1
1442;282;282;2014-01-02 00:55:24;Universidad del Pac;M;1985-08-21;21;2;0;5;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1443;0;0;2014-01-02 01:56:30;NA;F;1989-07-14;22;2;0;4;MISC;0;0;0;NA;8;3.7712;-1
1444;400;400;2014-01-02 02:10:40;NA;NA;NA;23;2;0;1;MISC;0;0;0;NA;0;-1;-1
1445;4347;747;2014-01-02 15:36:57;NA;M;1991-12-21;12;3;3600;22;DEPORTES;0;3;0;8;120;11.6829;51
1446;0;0;2014-01-02 16:03:13;NA;F;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1447;0;0;2014-01-02 16:48:03;NA;NA;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1448;828;328;2014-01-02 18:41:23;Universidad Cat;M;1992-03-17;15;3;500;12;VIDEOJUEGOS;0;1;0;2;173;22.8596;40
1449;0;0;2014-01-03 05:51:29;NA;M;NA;2;4;0;1;MISC;0;0;0;NA;0;-1;-1
1450;0;0;2014-01-03 05:51:56;NA;NA;NA;2;4;0;0;NA;0;0;0;NA;-1;-1;-1
1451;3109;3109;2014-01-03 05:52:12;NA;M;1997-01-25;2;4;0;10;DEPORTES;0;0;0;NA;7;2.1999;-1
1452;0;0;2014-01-03 05:52:13;NA;NA;NA;2;4;0;0;NA;0;0;0;NA;-1;-1;-1
1453;0;0;2014-01-03 05:56:51;NA;M;NA;2;4;0;0;NA;0;0;0;NA;-1;-1;-1
1454;0;0;2014-01-03 05:57:50;NA;NA;NA;2;4;0;5;MISC;0;0;0;NA;0;0;-1
1455;0;0;2014-01-03 06:20:25;Universidad Tecnol;F;1991-09-22;3;4;0;2;DEPORTES;0;0;0;NA;0;0;-1
1456;0;0;2014-01-03 11:44:14;NA;F;NA;8;4;0;0;NA;0;0;0;NA;-1;-1;-1
1457;0;0;2014-01-03 12:44:17;NA;NA;NA;9;4;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1458;96;96;2014-01-03 18:27:12;NA;NA;NA;15;4;0;2;M;0;0;0;NA;0;0;-1
1459;0;0;2014-01-03 20:19:35;NA;NA;NA;17;4;0;0;NA;0;0;0;NA;-1;-1;-1
1460;0;0;2014-01-06 11:45:12;NA;NA;NA;8;0;0;1;MISC;0;0;0;NA;0;-1;-1
1461;160;160;2014-01-06 17:01:35;NA;F;NA;14;0;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1462;0;0;2014-01-06 18:36:51;NA;M;NA;15;0;0;0;NA;0;0;0;NA;-1;-1;-1
1463;0;0;2014-01-06 21:47:50;NA;M;NA;18;0;0;0;NA;0;0;0;NA;-1;-1;-1
1464;585;585;2014-01-07 19:27:48;Pontificia Universidad Cat;F;1983-11-14;16;1;0;6;CINE;0;0;0;NA;210;82.5082;-1
1465;0;0;2014-01-08 03:14:27;NA;F;NA;0;2;0;1;CINE;0;0;0;NA;0;-1;-1
1466;1704;604;2014-01-08 21:21:22;Universidad San Sebasti;M;1989-03-31;18;2;1100;14;M;0;2;0;2;42;6.3749;36
1467;0;0;2014-01-08 21:23:04;NA;NA;NA;18;2;0;0;NA;0;0;0;NA;-1;-1;-1
1468;0;0;2014-01-08 21:40:45;NA;F;NA;18;2;0;0;NA;0;0;0;NA;-1;-1;-1
1469;0;0;2014-01-09 02:05:54;NA;M;NA;23;2;0;3;MISC;0;0;0;NA;0;0;-1
1470;16976;8976;2014-01-09 02:48:03;Universidad de Chile;F;1987-09-09;23;2;8000;5;MISC;13;2;0;21;231;99.4494;218
1471;2712;212;2014-01-09 13:35:25;NA;M;NA;10;3;2500;7;M;0;2;0;15;0;0;0
1472;40;40;2014-01-09 15:12:12;NA;M;NA;12;3;0;2;MISC;0;0;0;NA;149;0;-1
1473;540;40;2014-01-09 15:58:30;NA;F;1995-08-18;12;3;500;3;MISC;3;1;0;5;0;0;-1
1474;0;0;2014-01-09 16:01:22;NA;F;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1475;0;0;2014-01-09 16:01:32;NA;F;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1476;0;0;2014-01-09 16:05:07;NA;F;NA;13;3;0;1;MISC;0;0;0;NA;0;-1;-1
1477;0;0;2014-01-09 16:07:20;NA;NA;NA;13;3;0;1;MISC;0;0;0;NA;0;-1;-1
1478;1056;1056;2014-01-09 16:07:52;NA;F;NA;13;3;0;6;IDEAS;0;0;0;NA;4;0.4;-1
1479;120;120;2014-01-09 16:12:48;NA;M;NA;13;3;0;1;M;0;0;0;NA;0;-1;-1
1480;0;0;2014-01-09 16:19:54;NA;NA;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1481;0;0;2014-01-09 16:25:05;NA;NA;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1482;3909;9;2014-01-09 16:26:31;Universidad de Playa Ancha de Ciencias de la Educaci;F;1991-02-16;13;3;3900;59;M;5;5;0;5;118;8.6522;118
1483;0;0;2014-01-09 16:30:34;NA;NA;NA;13;3;0;0;NA;0;0;0;NA;-1;-1;-1
1484;302;302;2014-01-09 16:42:08;Universidad del Pac;F;1995-03-24;13;3;0;5;MISC;0;0;0;NA;8;3.4641;-1
1485;0;0;2014-01-09 17:01:32;NA;F;NA;14;3;0;1;M;0;0;0;NA;0;-1;-1
1486;0;0;2014-01-09 17:02:05;NA;NA;NA;14;3;0;2;MISC;0;0;0;NA;0;0;-1
1487;980;480;2014-01-09 17:04:35;NA;F;NA;14;3;500;10;VIDEOJUEGOS;0;1;0;1;47;10.075;46
1488;0;0;2014-01-09 17:04:43;NA;F;NA;14;3;0;3;MISC;0;0;0;NA;0;0;-1
1489;0;0;2014-01-09 17:15:12;NA;NA;NA;14;3;0;0;NA;0;0;0;NA;-1;-1;-1
1490;0;0;2014-01-09 17:18:21;NA;F;NA;14;3;0;2;MISC;0;0;0;NA;0;0;-1
1491;0;0;2014-01-09 17:58:13;NA;NA;NA;14;3;0;1;MISC;0;0;0;NA;0;-1;-1
1492;0;0;2014-01-09 18:05:35;NA;NA;NA;15;3;0;0;NA;0;0;0;NA;-1;-1;-1
1493;48;48;2014-01-09 18:19:54;NA;NA;NA;15;3;0;1;MISC;0;0;0;NA;0;-1;-1
1494;2248;2248;2014-01-09 18:20:02;Universidad de Concepci;F;1989-04-27;15;3;0;14;DEPORTES;0;0;0;NA;41;6.8032;-1
1495;0;0;2014-01-09 19:13:48;Universidad de Artes, Ciencias y Comunicaci;M;1985-10-18;16;3;0;3;DEPORTES;0;0;0;NA;0;0;-1
1496;0;0;2014-01-09 19:18:46;NA;NA;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
1497;406;406;2014-01-09 19:42:10;NA;F;NA;16;3;0;7;MISC;0;0;0;NA;0;0;-1
1498;105;105;2014-01-09 19:43:30;NA;F;NA;16;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
1499;0;0;2014-01-09 19:49:46;NA;M;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
1500;0;0;2014-01-09 19:50:50;NA;M;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
1501;0;0;2014-01-09 19:57:57;NA;F;NA;16;3;0;0;NA;0;0;0;NA;-1;-1;-1
1502;120;120;2014-01-09 20:15:30;NA;F;NA;17;3;0;2;MISC;0;0;0;NA;0;0;-1
1503;1521;21;2014-01-09 20:22:39;Universidad Santo Tom;M;1990-08-28;17;3;1500;7;M;0;1;0;5;21;7.3881;21
1504;0;0;2014-01-09 21:28:13;NA;F;NA;18;3;0;0;NA;0;0;0;NA;-1;-1;-1
1505;0;0;2014-01-09 21:52:36;NA;M;NA;18;3;0;1;CINE;0;0;0;NA;0;-1;-1
1506;0;0;2014-01-09 21:56:46;NA;M;NA;18;3;0;1;MISC;0;0;0;NA;0;-1;-1
1507;0;0;2014-01-09 22:06:44;NA;M;NA;19;3;0;0;NA;0;0;0;NA;-1;-1;-1
1508;1015;1015;2014-01-09 23:02:42;Universidad de Valpara;F;1984-11-02;20;3;0;12;CINE;0;0;0;NA;3;0.6166;-1
1509;0;0;2014-01-09 23:41:53;NA;M;NA;20;3;0;1;M;0;0;0;NA;0;-1;-1
1510;1053;453;2014-01-09 23:46:30;NA;M;1996-07-19;20;3;600;5;VIDEOJUEGOS;0;1;0;1;1;0.433;-6
1511;0;0;2014-01-09 23:53:24;NA;F;NA;20;3;0;0;NA;0;0;0;NA;-1;-1;-1
1512;0;0;2014-01-10 00:24:11;NA;M;NA;21;3;0;0;NA;0;0;0;NA;-1;-1;-1
1513;0;0;2014-01-10 01:07:05;NA;F;NA;22;3;0;0;NA;0;0;0;NA;-1;-1;-1
1514;189;189;2014-01-10 01:25:35;Universidad Nacional Andr;M;1989-08-28;22;3;0;3;MISC;0;0;0;NA;0;0;-1
1515;1080;80;2014-01-10 01:36:46;Universidad Tecnol;F;1991-11-03;22;3;1000;1;MISC;0;2;0;2;0;-1;-14
1516;0;0;2014-01-10 02:08:15;NA;F;NA;23;3;0;0;NA;0;0;0;NA;-1;-1;-1
1517;0;0;2014-01-10 03:05:37;NA;NA;NA;0;4;0;1;MISC;0;0;0;NA;0;-1;-1
1518;0;0;2014-01-10 03:19:21;NA;F;NA;0;4;0;0;NA;0;0;0;NA;-1;-1;-1
1519;0;0;2014-01-10 03:28:22;NA;M;NA;0;4;0;1;MISC;0;0;0;NA;0;-1;-1
1520;0;0;2014-01-10 03:35:55;NA;F;NA;0;4;0;0;NA;0;0;0;NA;-1;-1;-1
1521;0;0;2014-01-10 03:44:43;NA;F;NA;0;4;0;3;DEPORTES;0;0;0;NA;0;0;-1
1522;0;0;2014-01-10 03:54:39;NA;NA;NA;0;4;0;0;NA;0;0;0;NA;-1;-1;-1
1523;0;0;2014-01-10 04:18:28;NA;M;NA;1;4;0;0;NA;0;0;0;NA;-1;-1;-1
1524;2293;43;2014-01-10 12:58:04;NA;F;1996-01-17;9;4;2250;46;M;0;5;0;7;141;20.7842;140
1525;0;0;2014-01-10 13:41:40;NA;F;NA;10;4;0;0;NA;0;0;0;NA;-1;-1;-1
1526;0;0;2014-01-10 14:59:15;NA;F;NA;11;4;0;0;NA;0;0;0;NA;-1;-1;-1
1527;0;0;2014-01-10 15:26:35;NA;F;NA;12;4;0;1;MISC;0;0;0;NA;0;-1;-1
1528;0;0;2014-01-10 17:41:34;NA;M;NA;14;4;0;0;NA;0;0;0;NA;-1;-1;-1
1529;0;0;2014-01-10 18:13:59;NA;NA;NA;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
1530;0;0;2014-01-10 18:35:30;Universidad Diego Portales;M;1990-02-26;15;4;0;0;NA;0;0;0;NA;-1;-1;-1
1531;414;414;2014-01-10 20:20:29;Universidad de Concepci;M;1993-02-19;17;4;0;3;MISC;0;0;0;NA;1;0.5;-1
1532;0;0;2014-01-10 20:43:25;NA;M;NA;17;4;0;0;NA;0;0;0;NA;-1;-1;-1
1533;0;0;2014-01-11 18:18:29;NA;NA;NA;15;5;0;0;NA;0;0;0;NA;-1;-1;-1
1534;931;931;2014-01-11 19:46:19;NA;M;1994-04-16;16;5;0;5;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1535;0;0;2014-01-11 20:59:35;NA;NA;NA;17;5;0;0;NA;0;0;0;NA;-1;-1;-1
1536;227;227;2014-01-11 23:22:32;NA;F;NA;20;5;0;2;MISC;0;0;0;NA;0;0;-1
1537;0;0;2014-01-12 00:42:14;NA;NA;NA;21;5;0;0;NA;0;0;0;NA;-1;-1;-1
1538;0;0;2014-01-12 01:42:44;NA;NA;NA;22;5;0;0;NA;0;0;0;NA;-1;-1;-1
1539;3557;57;2014-01-12 02:15:41;Universidad de Concepci;F;1989-08-30;23;5;3500;34;VIDEOJUEGOS;1;2;0;7;25;4.1123;25
1540;0;0;2014-01-12 02:42:40;NA;NA;NA;23;5;0;0;NA;0;0;0;NA;-1;-1;-1
1541;24;24;2014-01-13 05:37:01;NA;F;NA;2;0;0;2;DEPORTES;0;0;0;NA;0;0;-1
1542;168;168;2014-01-13 17:05:56;NA;M;NA;14;0;0;1;MISC;0;0;0;NA;0;-1;-1
1543;2656;2656;2014-01-13 21:55:50;NA;NA;NA;18;0;0;14;IDEAS;0;0;0;NA;180;26.0143;-1
1544;0;0;2014-01-14 01:50:55;NA;NA;NA;22;0;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
1545;0;0;2014-01-14 02:51:10;NA;F;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
1546;64;64;2014-01-14 03:39:30;NA;NA;NA;0;1;0;1;DEPORTES;0;0;0;NA;0;-1;-1
1547;0;0;2014-01-14 04:08:54;NA;F;NA;1;1;0;6;MISC;0;0;0;NA;0;0;-1
1548;0;0;2014-01-14 05:13:44;NA;NA;NA;2;1;0;1;NA;0;0;0;NA;0;-1;-1
1549;0;0;2014-01-14 15:12:04;NA;F;NA;12;1;0;0;NA;0;0;0;NA;-1;-1;-1
1550;0;0;2014-01-14 15:46:09;NA;F;NA;12;1;0;0;NA;0;0;0;NA;-1;-1;-1
1551;0;0;2014-01-14 16:10:52;NA;M;NA;13;1;0;0;NA;0;0;0;NA;-1;-1;-1
1552;0;0;2014-01-14 16:12:26;NA;F;NA;13;1;0;0;NA;0;0;0;NA;-1;-1;-1
1553;0;0;2014-01-14 19:22:40;NA;F;NA;16;1;0;0;NA;0;0;0;NA;-1;-1;-1
1554;0;0;2014-01-14 22:35:43;NA;F;NA;19;1;0;0;NA;0;0;0;NA;-1;-1;-1
1555;0;0;2014-01-14 23:03:53;NA;NA;NA;20;1;0;0;NA;0;0;0;NA;-1;-1;-1
1556;879;879;2014-01-14 23:12:10;NA;F;NA;20;1;0;6;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1557;305;305;2014-01-14 23:13:13;NA;F;NA;20;1;0;1;MISC;0;0;0;NA;0;-1;-1
1558;0;0;2014-01-14 23:38:46;NA;F;NA;20;1;0;0;NA;0;0;0;NA;-1;-1;-1
1559;0;0;2014-01-15 01:53:19;NA;M;NA;22;1;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
1560;0;0;2014-01-15 01:59:47;NA;NA;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
1561;214;214;2014-01-15 03:40:01;NA;M;NA;0;2;0;3;MISC;0;0;0;NA;0;0;-1
1562;0;0;2014-01-15 11:55:08;NA;NA;NA;8;2;0;0;NA;0;0;0;NA;-1;-1;-1
1563;0;0;2014-01-15 14:15:34;NA;M;NA;11;2;0;0;NA;0;0;0;NA;-1;-1;-1
1564;0;0;2014-01-15 15:11:58;NA;M;NA;12;2;0;0;NA;0;0;0;NA;-1;-1;-1
1565;620;620;2014-01-16 05:20:56;NA;M;1997-04-20;2;3;0;4;M;0;0;0;NA;12;5.6569;-1
1566;0;0;2014-01-16 14:04:55;NA;M;NA;11;3;0;0;NA;0;0;0;NA;-1;-1;-1
1568;0;0;2014-01-16 17:30:00;NA;F;NA;14;3;0;1;MISC;0;0;0;NA;0;-1;-1
1569;309;9;2014-01-17 02:25:46;NA;M;NA;23;3;300;9;VIDEOJUEGOS;0;1;0;1;0;0;0
1570;0;0;2014-01-18 04:43:29;NA;F;NA;1;5;0;0;NA;0;0;0;NA;-1;-1;-1
1571;968;468;2014-01-20 16:05:57;NA;F;NA;13;0;500;21;IDEAS;0;1;0;1;59;5.6963;16
1572;0;0;2014-01-21 00:53:17;NA;F;NA;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
1573;0;0;2014-01-21 00:55:13;NA;NA;NA;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
1574;0;0;2014-01-21 02:15:39;NA;M;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
1575;0;0;2014-01-22 01:35:29;NA;F;NA;22;1;0;0;NA;0;0;0;NA;-1;-1;-1
1576;0;0;2014-01-23 13:13:35;NA;M;NA;10;3;0;0;NA;0;0;0;NA;-1;-1;-1
1577;960;960;2014-01-23 19:08:23;NA;M;NA;16;3;0;17;M;0;0;0;NA;45;6.2871;-1
1578;168;168;2014-01-23 21:29:19;NA;F;NA;18;3;0;2;MISC;0;0;0;NA;0;0;-1
1579;0;0;2014-01-24 00:15:57;NA;F;NA;21;3;0;0;NA;0;0;0;NA;-1;-1;-1
